sqlId,NumsOfCountry,NumsOfRegion,Query
38660,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 754, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38661,1,1,"{'days': ['4'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 754, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38662,1,1,"{'days': ['5'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 754, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38664,1,1,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 754, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38665,1,1,"{'days': ['8'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 754, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38667,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38681,2,0,"{'days': ['12'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38688,1,1,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
38691,2,0,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38693,2,5,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [{'region_id': 7, 'day': None}, {'region_id': 17, 'day': 1}, {'region_id': 18, 'day': 3}, {'region_id': 373, 'day': None}, {'region_id': 277, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38694,2,4,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [{'region_id': 7, 'day': None}, {'region_id': 17, 'day': 1}, {'region_id': 18, 'day': 3}, {'region_id': 373, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38695,2,4,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [{'region_id': 7, 'day': None}, {'region_id': 17, 'day': 1}, {'region_id': 18, 'day': 2}, {'region_id': 373, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38696,2,5,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 22, 'day': None}], 'regions': [{'region_id': 7, 'day': None}, {'region_id': 17, 'day': 1}, {'region_id': 18, 'day': 2}, {'region_id': 373, 'day': None}, {'region_id': 601, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38710,2,0,"{'days': ['11'], 'countries': [{'country_id': 3, 'day': None}, {'country_id': 5, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3300, 29600], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38728,1,2,"{'days': ['5'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 27, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [1731], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38729,1,2,"{'days': ['5'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 69, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [1731], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38732,2,0,"{'days': ['14'], 'countries': [{'country_id': 17, 'day': None}, {'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38740,1,0,"{'days': ['10'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [13600, 80000], 'hotelRating': None, 'arrivalRegionId': 7, 'departRegionId': None}"
38742,1,0,"{'days': ['10'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [13100, 80000], 'hotelRating': None, 'arrivalRegionId': 7, 'departRegionId': None}"
38743,1,0,"{'days': ['11'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [10400, 80000], 'hotelRating': None, 'arrivalRegionId': 7, 'departRegionId': None}"
38747,2,0,"{'days': ['12'], 'countries': [{'country_id': 20, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38753,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 20, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38759,2,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38762,1,6,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 14, 'day': None}, {'region_id': 91, 'day': None}, {'region_id': 436, 'day': None}, {'region_id': 423, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38763,1,6,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 14, 'day': None}, {'region_id': 91, 'day': None}, {'region_id': 436, 'day': None}, {'region_id': 423, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38770,4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 20, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38775,1,5,"{'days': ['14'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}, {'region_id': 14, 'day': None}, {'region_id': 91, 'day': None}, {'region_id': 436, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38780,5,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 20, 'day': None}, {'country_id': 30, 'day': None}, {'country_id': 38, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38781,4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 20, 'day': None}, {'country_id': 30, 'day': None}, {'country_id': 38, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38782,4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 20, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38783,4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}, {'country_id': 20, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38785,1,3,"{'days': [], 'countries': [{'country_id': 17, 'day': None}], 'regions': [{'region_id': 3, 'day': None}, {'region_id': 98, 'day': None}, {'region_id': 99, 'day': None}], 'pois': [], 'regionNotGo': [101, 102], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38790,2,0,"{'days': [], 'countries': [{'country_id': 23, 'day': None}, {'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38791,2,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 23, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38793,1,0,"{'days': ['10'], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38794,1,0,"{'days': ['10'], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 17, 'departRegionId': 18}"
38805,4,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 22, 'day': None}, {'country_id': 37, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38816,1,0,"{'days': ['9'], 'countries': [{'country_id': 22, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 17, 'departRegionId': 18}"
38817,1,1,"{'days': ['9'], 'countries': [{'country_id': 22, 'day': None}], 'regions': [{'region_id': 377, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 17, 'departRegionId': 18}"
38826,1,3,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 55, 'day': None}, {'region_id': 54, 'day': None}, {'region_id': 56, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [55, 54, 56], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38834,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 5600], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38843,1,0,"{'days': [], 'countries': [{'country_id': 43, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38845,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 5100], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38848,1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': ['9543', '8740', '7'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38855,1,0,"{'days': ['9'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
38859,1,0,"{'days': ['7'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [44200, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38860,1,0,"{'days': ['7'], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38869,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
38870,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1510', '11234'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
38872,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1510', '11234', '1934'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
38873,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 5100], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
38874,1,0,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1510', '1934', '11234', '21024'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 27}"
38875,1,0,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 5100], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
38878,1,3,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 70, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 53100], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 27}"
38885,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}], 'pois': ['21673'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38886,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}], 'pois': ['9514'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38892,4,0,"{'days': ['18'], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 17, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 3, 'departRegionId': 1}"
38893,1,2,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 190, 'day': None}, {'region_id': 187, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38895,1,1,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 2437, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38896,1,1,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 1639, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38898,1,5,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 1639, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 61, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38903,1,2,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 338, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38904,1,2,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 338, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38907,1,1,"{'days': ['6'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38915,1,4,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38916,1,3,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38917,1,4,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 591, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38919,1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': ['702', '693', '691', '931', '933', '4572', '1852'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 1, 'departRegionId': 1}"
38925,1,0,"{'days': ['7'], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38928,1,3,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38929,1,3,"{'days': ['7'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 2, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38935,1,0,"{'days': ['4'], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 75, 'departRegionId': 76}"
38943,1,1,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38944,1,1,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [72], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38946,1,2,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 369, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38947,1,3,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 369, 'day': None}, {'region_id': 69, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38951,3,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 19, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38958,1,1,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [{'region_id': 732, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38959,1,5,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [{'region_id': 1639, 'day': None}, {'region_id': 55, 'day': None}, {'region_id': 56, 'day': None}, {'region_id': 60, 'day': None}, {'region_id': 61, 'day': None}], 'pois': [], 'regionNotGo': [65], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38968,1,0,"{'days': [3, 12], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': ['1380', '1701'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': None}"
38971,2,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
38974,2,7,"{'days': [], 'countries': [{'country_id': 18, 'day': None}, {'country_id': 30, 'day': None}], 'regions': [{'region_id': 1, 'day': None}, {'region_id': 5, 'day': None}, {'region_id': 25, 'day': None}, {'region_id': 151, 'day': None}, {'region_id': 361, 'day': None}, {'region_id': 256, 'day': None}, {'region_id': 421, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
