NumsOfCountry,NumsOfRegion,Query
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': ['1731'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': ['1731'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': ['1731'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': None}, {'region_id': 2, 'day': None}, {'region_id': 79, 'day': None}], 'pois': ['1731'], 'regionNotGo': [69], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3341, 38587], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['1648', '22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3341, 38587], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': 84}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3341, 38587], 'hotelRating': None, 'arrivalRegionId': 91, 'departRegionId': 8}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['1648', '22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['1648', '22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3341, 38587], 'hotelRating': None, 'arrivalRegionId': 91, 'departRegionId': 8}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}, {'region_id': 2, 'day': None}], 'pois': ['22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}], 'pois': ['22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}], 'pois': ['22130'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 70, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 2, 'departRegionId': 2}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1564, 24183], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 15800], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 15800], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 15800], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [3486, 40264], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 40300], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [{'region_id': 91, 'day': None}, {'region_id': 8, 'day': None}, {'region_id': 9, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 40300], 'hotelRating': None, 'arrivalRegionId': 91, 'departRegionId': 8}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2000, 80000], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1632, 25235], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': 84}"
1,2,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [{'region_id': 12, 'day': None}, {'region_id': 11, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': 178, 'departRegionId': 178}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
3,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}, {'country_id': 18, 'day': None}, {'country_id': 24, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2905, 33554], 'hotelRating': None, 'arrivalRegionId': 84, 'departRegionId': 178}"
1,0,"{'days': [], 'countries': [{'country_id': 9, 'day': None}], 'regions': [], 'pois': ['3599'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1360, 21029], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [{'region_id': 12, 'day': None}, {'region_id': 11, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 19, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [1969, 22826], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,1,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [{'region_id': 1, 'day': None}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2177, 10192], 'hotelRating': None, 'arrivalRegionId': 1, 'departRegionId': 1}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2177, 10192], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2177, 10192], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,2,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': 3}, {'region_id': 2, 'day': 2}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 18, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [2177, 10192], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}, {'region_id': 69, 'day': 2}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': None}, {'region_id': 27, 'day': None}, {'region_id': 72, 'day': None}], 'pois': ['1380', '1712', '1943', '2051', '1934'], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [15200, 39100], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 72}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,3,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [{'region_id': 69, 'day': 2}, {'region_id': 27, 'day': 4}, {'region_id': 2, 'day': 4}], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [0, 37270], 'hotelRating': None, 'arrivalRegionId': 27, 'departRegionId': 2}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 2, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
1,0,"{'days': [], 'countries': [{'country_id': 28, 'day': None}], 'regions': [], 'pois': [], 'regionNotGo': [], 'poiNotGo': [], 'regionSorted': [], 'availableMonths': [], 'price': [], 'hotelRating': None, 'arrivalRegionId': None, 'departRegionId': None}"
